protein_id	sequence_found	pssm_found	dssp_found	structure_found	sequence_path	pssm_path	dssp_path	structure_path
2PCC_A_r	1	1	1	1	seq/2PCC_A_r.fasta	pssm/2PCC_A_r.npy	dssp/2PCC_A_r.npy	coords/2PCC_A_r.npz
2SIC_A_l	1	1	1	1	seq/2SIC_A_l.fasta	pssm/2SIC_A_l.npy	dssp/2SIC_A_l.npy	coords/2SIC_A_l.npz
2SIC_A_r	1	1	1	1	seq/2SIC_A_r.fasta	pssm/2SIC_A_r.npy	dssp/2SIC_A_r.npy	coords/2SIC_A_r.npz
2SNI_A_r	1	1	1	1	seq/2SNI_A_r.fasta	pssm/2SNI_A_r.npy	dssp/2SNI_A_r.npy	coords/2SNI_A_r.npz
2SNI_I_l	1	1	1	1	seq/2SNI_I_l.fasta	pssm/2SNI_I_l.npy	dssp/2SNI_I_l.npy	coords/2SNI_I_l.npz
2UUY_A_l	1	1	1	1	seq/2UUY_A_l.fasta	pssm/2UUY_A_l.npy	dssp/2UUY_A_l.npy	coords/2UUY_A_l.npz
2UUY_A_r	1	1	1	1	seq/2UUY_A_r.fasta	pssm/2UUY_A_r.npy	dssp/2UUY_A_r.npy	coords/2UUY_A_r.npz
2VDB_A_l	1	1	1	1	seq/2VDB_A_l.fasta	pssm/2VDB_A_l.npy	dssp/2VDB_A_l.npy	coords/2VDB_A_l.npz
2VDB_A_r	1	1	1	1	seq/2VDB_A_r.fasta	pssm/2VDB_A_r.npy	dssp/2VDB_A_r.npy	coords/2VDB_A_r.npz
2VIS_A_l	1	1	1	1	seq/2VIS_A_l.fasta	pssm/2VIS_A_l.npy	dssp/2VIS_A_l.npy	coords/2VIS_A_l.npz
2VIS_LH_r	1	1	1	1	seq/2VIS_LH_r.fasta	pssm/2VIS_LH_r.npy	dssp/2VIS_LH_r.npy	coords/2VIS_LH_r.npz
2VXT_A_l	1	1	1	1	seq/2VXT_A_l.fasta	pssm/2VXT_A_l.npy	dssp/2VXT_A_l.npy	coords/2VXT_A_l.npz
2VXT_HL_r	1	1	1	1	seq/2VXT_HL_r.fasta	pssm/2VXT_HL_r.npy	dssp/2VXT_HL_r.npy	coords/2VXT_HL_r.npz
2W9E_A_l	1	1	1	1	seq/2W9E_A_l.fasta	pssm/2W9E_A_l.npy	dssp/2W9E_A_l.npy	coords/2W9E_A_l.npz
2W9E_HL_r	1	1	1	1	seq/2W9E_HL_r.fasta	pssm/2W9E_HL_r.npy	dssp/2W9E_HL_r.npy	coords/2W9E_HL_r.npz
2X9A_A_l	1	1	1	1	seq/2X9A_A_l.fasta	pssm/2X9A_A_l.npy	dssp/2X9A_A_l.npy	coords/2X9A_A_l.npz
2X9A_A_r	1	1	1	1	seq/2X9A_A_r.fasta	pssm/2X9A_A_r.npy	dssp/2X9A_A_r.npy	coords/2X9A_A_r.npz
2YVJ_A_l	1	1	1	1	seq/2YVJ_A_l.fasta	pssm/2YVJ_A_l.npy	dssp/2YVJ_A_l.npy	coords/2YVJ_A_l.npz
2YVJ_A_r	1	1	1	1	seq/2YVJ_A_r.fasta	pssm/2YVJ_A_r.npy	dssp/2YVJ_A_r.npy	coords/2YVJ_A_r.npz
2Z0E_A_l	1	1	1	1	seq/2Z0E_A_l.fasta	pssm/2Z0E_A_l.npy	dssp/2Z0E_A_l.npy	coords/2Z0E_A_l.npz
2Z0E_A_r	1	1	1	1	seq/2Z0E_A_r.fasta	pssm/2Z0E_A_r.npy	dssp/2Z0E_A_r.npy	coords/2Z0E_A_r.npz
3A4S_A_l	1	1	1	1	seq/3A4S_A_l.fasta	pssm/3A4S_A_l.npy	dssp/3A4S_A_l.npy	coords/3A4S_A_l.npz
3A4S_A_r	1	1	1	1	seq/3A4S_A_r.fasta	pssm/3A4S_A_r.npy	dssp/3A4S_A_r.npy	coords/3A4S_A_r.npz
3AAA_AB_r	1	1	1	1	seq/3AAA_AB_r.fasta	pssm/3AAA_AB_r.npy	dssp/3AAA_AB_r.npy	coords/3AAA_AB_r.npz
3AAA_A_l	1	1	1	1	seq/3AAA_A_l.fasta	pssm/3AAA_A_l.npy	dssp/3AAA_A_l.npy	coords/3AAA_A_l.npz
3AAD_A_l	1	1	1	1	seq/3AAD_A_l.fasta	pssm/3AAD_A_l.npy	dssp/3AAD_A_l.npy	coords/3AAD_A_l.npz
3AAD_A_r	1	1	1	1	seq/3AAD_A_r.fasta	pssm/3AAD_A_r.npy	dssp/3AAD_A_r.npy	coords/3AAD_A_r.npz
3BIW_A_l	1	1	1	1	seq/3BIW_A_l.fasta	pssm/3BIW_A_l.npy	dssp/3BIW_A_l.npy	coords/3BIW_A_l.npz
3BIW_A_r	1	1	1	1	seq/3BIW_A_r.fasta	pssm/3BIW_A_r.npy	dssp/3BIW_A_r.npy	coords/3BIW_A_r.npz
3BP8_AB_r	1	1	1	1	seq/3BP8_AB_r.fasta	pssm/3BP8_AB_r.npy	dssp/3BP8_AB_r.npy	coords/3BP8_AB_r.npz
3BP8_A_l	1	1	1	1	seq/3BP8_A_l.fasta	pssm/3BP8_A_l.npy	dssp/3BP8_A_l.npy	coords/3BP8_A_l.npz
3BX7_A_l	1	1	1	1	seq/3BX7_A_l.fasta	pssm/3BX7_A_l.npy	dssp/3BX7_A_l.npy	coords/3BX7_A_l.npz
3BX7_A_r	1	1	1	1	seq/3BX7_A_r.fasta	pssm/3BX7_A_r.npy	dssp/3BX7_A_r.npy	coords/3BX7_A_r.npz
3CPH_C_l	1	1	1	1	seq/3CPH_C_l.fasta	pssm/3CPH_C_l.npy	dssp/3CPH_C_l.npy	coords/3CPH_C_l.npz
3CPH_G_r	1	1	1	1	seq/3CPH_G_r.fasta	pssm/3CPH_G_r.npy	dssp/3CPH_G_r.npy	coords/3CPH_G_r.npz
3D5S_A_l	1	1	1	1	seq/3D5S_A_l.fasta	pssm/3D5S_A_l.npy	dssp/3D5S_A_l.npy	coords/3D5S_A_l.npz
3D5S_A_r	1	1	1	1	seq/3D5S_A_r.fasta	pssm/3D5S_A_r.npy	dssp/3D5S_A_r.npy	coords/3D5S_A_r.npz
3DAW_A_l	1	1	1	1	seq/3DAW_A_l.fasta	pssm/3DAW_A_l.npy	dssp/3DAW_A_l.npy	coords/3DAW_A_l.npz
3DAW_A_r	1	1	1	1	seq/3DAW_A_r.fasta	pssm/3DAW_A_r.npy	dssp/3DAW_A_r.npy	coords/3DAW_A_r.npz
3EO1_AB_l	1	1	1	1	seq/3EO1_AB_l.fasta	pssm/3EO1_AB_l.npy	dssp/3EO1_AB_l.npy	coords/3EO1_AB_l.npz
3EO1_AB_r	1	1	1	1	seq/3EO1_AB_r.fasta	pssm/3EO1_AB_r.npy	dssp/3EO1_AB_r.npy	coords/3EO1_AB_r.npz
3EOA_A_l	1	1	1	1	seq/3EOA_A_l.fasta	pssm/3EOA_A_l.npy	dssp/3EOA_A_l.npy	coords/3EOA_A_l.npz
3EOA_LH_r	1	1	1	1	seq/3EOA_LH_r.fasta	pssm/3EOA_LH_r.npy	dssp/3EOA_LH_r.npy	coords/3EOA_LH_r.npz
3F1P_A_l	1	1	1	1	seq/3F1P_A_l.fasta	pssm/3F1P_A_l.npy	dssp/3F1P_A_l.npy	coords/3F1P_A_l.npz
3F1P_A_r	1	1	1	1	seq/3F1P_A_r.fasta	pssm/3F1P_A_r.npy	dssp/3F1P_A_r.npy	coords/3F1P_A_r.npz
3FN1_A_l	1	1	1	1	seq/3FN1_A_l.fasta	pssm/3FN1_A_l.npy	dssp/3FN1_A_l.npy	coords/3FN1_A_l.npz
3FN1_A_r	1	1	1	1	seq/3FN1_A_r.fasta	pssm/3FN1_A_r.npy	dssp/3FN1_A_r.npy	coords/3FN1_A_r.npz
3G6D_A_l	1	1	1	1	seq/3G6D_A_l.fasta	pssm/3G6D_A_l.npy	dssp/3G6D_A_l.npy	coords/3G6D_A_l.npz
3G6D_LH_r	1	1	1	1	seq/3G6D_LH_r.fasta	pssm/3G6D_LH_r.npy	dssp/3G6D_LH_r.npy	coords/3G6D_LH_r.npz
3H11_A_l	1	1	1	1	seq/3H11_A_l.fasta	pssm/3H11_A_l.npy	dssp/3H11_A_l.npy	coords/3H11_A_l.npz
3H11_A_r	1	1	1	1	seq/3H11_A_r.fasta	pssm/3H11_A_r.npy	dssp/3H11_A_r.npy	coords/3H11_A_r.npz
3H2V_A_l	1	1	1	1	seq/3H2V_A_l.fasta	pssm/3H2V_A_l.npy	dssp/3H2V_A_l.npy	coords/3H2V_A_l.npz
3H2V_A_r	1	1	1	1	seq/3H2V_A_r.fasta	pssm/3H2V_A_r.npy	dssp/3H2V_A_r.npy	coords/3H2V_A_r.npz
3HI6_A_l	1	1	1	1	seq/3HI6_A_l.fasta	pssm/3HI6_A_l.npy	dssp/3HI6_A_l.npy	coords/3HI6_A_l.npz
3HI6_HL_r	1	1	1	1	seq/3HI6_HL_r.fasta	pssm/3HI6_HL_r.npy	dssp/3HI6_HL_r.npy	coords/3HI6_HL_r.npz
3HMX_AB_l	1	1	1	1	seq/3HMX_AB_l.fasta	pssm/3HMX_AB_l.npy	dssp/3HMX_AB_l.npy	coords/3HMX_AB_l.npz
3HMX_LH_r	1	1	1	1	seq/3HMX_LH_r.fasta	pssm/3HMX_LH_r.npy	dssp/3HMX_LH_r.npy	coords/3HMX_LH_r.npz
3K75_A_l	1	1	1	1	seq/3K75_A_l.fasta	pssm/3K75_A_l.npy	dssp/3K75_A_l.npy	coords/3K75_A_l.npz
3K75_A_r	1	1	1	1	seq/3K75_A_r.fasta	pssm/3K75_A_r.npy	dssp/3K75_A_r.npy	coords/3K75_A_r.npz
3L5W_A_l	1	1	1	1	seq/3L5W_A_l.fasta	pssm/3L5W_A_l.npy	dssp/3L5W_A_l.npy	coords/3L5W_A_l.npz
3L5W_LH_r	1	1	1	1	seq/3L5W_LH_r.fasta	pssm/3L5W_LH_r.npy	dssp/3L5W_LH_r.npy	coords/3L5W_LH_r.npz
3L89_ABC_r	1	1	1	1	seq/3L89_ABC_r.fasta	pssm/3L89_ABC_r.npy	dssp/3L89_ABC_r.npy	coords/3L89_ABC_r.npz
3L89_A_l	1	1	1	1	seq/3L89_A_l.fasta	pssm/3L89_A_l.npy	dssp/3L89_A_l.npy	coords/3L89_A_l.npz
3LVK_AB_r	1	1	1	1	seq/3LVK_AB_r.fasta	pssm/3LVK_AB_r.npy	dssp/3LVK_AB_r.npy	coords/3LVK_AB_r.npz
3LVK_A_l	1	1	1	1	seq/3LVK_A_l.fasta	pssm/3LVK_A_l.npy	dssp/3LVK_A_l.npy	coords/3LVK_A_l.npz
3MJ9_A_l	1	1	1	1	seq/3MJ9_A_l.fasta	pssm/3MJ9_A_l.npy	dssp/3MJ9_A_l.npy	coords/3MJ9_A_l.npz
3MJ9_HL_r	1	1	1	1	seq/3MJ9_HL_r.fasta	pssm/3MJ9_HL_r.npy	dssp/3MJ9_HL_r.npy	coords/3MJ9_HL_r.npz
3MXW_A_l	1	1	1	1	seq/3MXW_A_l.fasta	pssm/3MXW_A_l.npy	dssp/3MXW_A_l.npy	coords/3MXW_A_l.npz
3MXW_LH_r	1	1	1	1	seq/3MXW_LH_r.fasta	pssm/3MXW_LH_r.npy	dssp/3MXW_LH_r.npy	coords/3MXW_LH_r.npz
3P57_AB_r	1	1	1	1	seq/3P57_AB_r.fasta	pssm/3P57_AB_r.npy	dssp/3P57_AB_r.npy	coords/3P57_AB_r.npz
3P57_A_l	1	1	1	1	seq/3P57_A_l.fasta	pssm/3P57_A_l.npy	dssp/3P57_A_l.npy	coords/3P57_A_l.npz
3PC8_A_l	1	1	1	1	seq/3PC8_A_l.fasta	pssm/3PC8_A_l.npy	dssp/3PC8_A_l.npy	coords/3PC8_A_l.npz
3PC8_A_r	1	1	1	1	seq/3PC8_A_r.fasta	pssm/3PC8_A_r.npy	dssp/3PC8_A_r.npy	coords/3PC8_A_r.npz
3R9A_AB_r	1	1	1	1	seq/3R9A_AB_r.fasta	pssm/3R9A_AB_r.npy	dssp/3R9A_AB_r.npy	coords/3R9A_AB_r.npz
3R9A_A_l	1	1	1	1	seq/3R9A_A_l.fasta	pssm/3R9A_A_l.npy	dssp/3R9A_A_l.npy	coords/3R9A_A_l.npz
3RJQ_A_l	1	1	1	1	seq/3RJQ_A_l.fasta	pssm/3RJQ_A_l.npy	dssp/3RJQ_A_l.npy	coords/3RJQ_A_l.npz
3RJQ_A_r	1	1	1	1	seq/3RJQ_A_r.fasta	pssm/3RJQ_A_r.npy	dssp/3RJQ_A_r.npy	coords/3RJQ_A_r.npz
3RVW_A_l	1	1	1	1	seq/3RVW_A_l.fasta	pssm/3RVW_A_l.npy	dssp/3RVW_A_l.npy	coords/3RVW_A_l.npz
3RVW_CD_r	1	1	1	1	seq/3RVW_CD_r.fasta	pssm/3RVW_CD_r.npy	dssp/3RVW_CD_r.npy	coords/3RVW_CD_r.npz
3S9D_A_l	1	1	1	1	seq/3S9D_A_l.fasta	pssm/3S9D_A_l.npy	dssp/3S9D_A_l.npy	coords/3S9D_A_l.npz
3S9D_A_r	1	1	1	1	seq/3S9D_A_r.fasta	pssm/3S9D_A_r.npy	dssp/3S9D_A_r.npy	coords/3S9D_A_r.npz
3SE8_A_l	1	1	1	1	seq/3SE8_A_l.fasta	pssm/3SE8_A_l.npy	dssp/3SE8_A_l.npy	coords/3SE8_A_l.npz
3SE8_HL_r	1	1	1	1	seq/3SE8_HL_r.fasta	pssm/3SE8_HL_r.npy	dssp/3SE8_HL_r.npy	coords/3SE8_HL_r.npz
3SGQ_A_l	1	1	1	1	seq/3SGQ_A_l.fasta	pssm/3SGQ_A_l.npy	dssp/3SGQ_A_l.npy	coords/3SGQ_A_l.npz
3SGQ_E_r	1	1	1	1	seq/3SGQ_E_r.fasta	pssm/3SGQ_E_r.npy	dssp/3SGQ_E_r.npy	coords/3SGQ_E_r.npz
3SZK_AB_r	1	1	1	1	seq/3SZK_AB_r.fasta	pssm/3SZK_AB_r.npy	dssp/3SZK_AB_r.npy	coords/3SZK_AB_r.npz
3SZK_A_l	1	1	1	1	seq/3SZK_A_l.fasta	pssm/3SZK_A_l.npy	dssp/3SZK_A_l.npy	coords/3SZK_A_l.npz
3U7Y_A_l	1	1	1	1	seq/3U7Y_A_l.fasta	pssm/3U7Y_A_l.npy	dssp/3U7Y_A_l.npy	coords/3U7Y_A_l.npz
3U7Y_HL_r	1	1	1	1	seq/3U7Y_HL_r.fasta	pssm/3U7Y_HL_r.npy	dssp/3U7Y_HL_r.npy	coords/3U7Y_HL_r.npz
3V6Z_AB_r	1	1	1	1	seq/3V6Z_AB_r.fasta	pssm/3V6Z_AB_r.npy	dssp/3V6Z_AB_r.npy	coords/3V6Z_AB_r.npz
3V6Z_F_l	1	1	1	1	seq/3V6Z_F_l.fasta	pssm/3V6Z_F_l.npy	dssp/3V6Z_F_l.npy	coords/3V6Z_F_l.npz
3VLB_A_l	1	1	1	1	seq/3VLB_A_l.fasta	pssm/3VLB_A_l.npy	dssp/3VLB_A_l.npy	coords/3VLB_A_l.npz
3VLB_A_r	1	1	1	1	seq/3VLB_A_r.fasta	pssm/3VLB_A_r.npy	dssp/3VLB_A_r.npy	coords/3VLB_A_r.npz
3WD5_ABC_l	1	1	1	1	seq/3WD5_ABC_l.fasta	pssm/3WD5_ABC_l.npy	dssp/3WD5_ABC_l.npy	coords/3WD5_ABC_l.npz
3WD5_HL_r	1	1	1	1	seq/3WD5_HL_r.fasta	pssm/3WD5_HL_r.npy	dssp/3WD5_HL_r.npy	coords/3WD5_HL_r.npz
4CPA_A_l	1	1	1	1	seq/4CPA_A_l.fasta	pssm/4CPA_A_l.npy	dssp/4CPA_A_l.npy	coords/4CPA_A_l.npz
4CPA_A_r	1	1	1	1	seq/4CPA_A_r.fasta	pssm/4CPA_A_r.npy	dssp/4CPA_A_r.npy	coords/4CPA_A_r.npz
4DN4_A_l	1	1	1	1	seq/4DN4_A_l.fasta	pssm/4DN4_A_l.npy	dssp/4DN4_A_l.npy	coords/4DN4_A_l.npz
4DN4_LH_r	1	1	1	1	seq/4DN4_LH_r.fasta	pssm/4DN4_LH_r.npy	dssp/4DN4_LH_r.npy	coords/4DN4_LH_r.npz
4DW2_AB_r	1	1	1	1	seq/4DW2_AB_r.fasta	pssm/4DW2_AB_r.npy	dssp/4DW2_AB_r.npy	coords/4DW2_AB_r.npz
4DW2_U_l	1	1	1	1	seq/4DW2_U_l.fasta	pssm/4DW2_U_l.npy	dssp/4DW2_U_l.npy	coords/4DW2_U_l.npz
4ETQ_HL_r	1	1	1	1	seq/4ETQ_HL_r.fasta	pssm/4ETQ_HL_r.npy	dssp/4ETQ_HL_r.npy	coords/4ETQ_HL_r.npz
4ETQ_X_l	1	1	1	1	seq/4ETQ_X_l.fasta	pssm/4ETQ_X_l.npy	dssp/4ETQ_X_l.npy	coords/4ETQ_X_l.npz
4FP8_A_l	1	1	1	1	seq/4FP8_A_l.fasta	pssm/4FP8_A_l.npy	dssp/4FP8_A_l.npy	coords/4FP8_A_l.npz
4FP8_HL_r	1	1	1	1	seq/4FP8_HL_r.fasta	pssm/4FP8_HL_r.npy	dssp/4FP8_HL_r.npy	coords/4FP8_HL_r.npz
4FQI_ABCDEF_l	1	1	1	1	seq/4FQI_ABCDEF_l.fasta	pssm/4FQI_ABCDEF_l.npy	dssp/4FQI_ABCDEF_l.npy	coords/4FQI_ABCDEF_l.npz
4FQI_HL_r	1	1	1	1	seq/4FQI_HL_r.fasta	pssm/4FQI_HL_r.npy	dssp/4FQI_HL_r.npy	coords/4FQI_HL_r.npz
4FZA_A_l	1	1	1	1	seq/4FZA_A_l.fasta	pssm/4FZA_A_l.npy	dssp/4FZA_A_l.npy	coords/4FZA_A_l.npz
4FZA_A_r	1	1	1	1	seq/4FZA_A_r.fasta	pssm/4FZA_A_r.npy	dssp/4FZA_A_r.npy	coords/4FZA_A_r.npz
4G6J_A_l	1	1	1	1	seq/4G6J_A_l.fasta	pssm/4G6J_A_l.npy	dssp/4G6J_A_l.npy	coords/4G6J_A_l.npz
4G6J_HL_r	1	1	1	1	seq/4G6J_HL_r.fasta	pssm/4G6J_HL_r.npy	dssp/4G6J_HL_r.npy	coords/4G6J_HL_r.npz
4G6M_A_l	1	1	1	1	seq/4G6M_A_l.fasta	pssm/4G6M_A_l.npy	dssp/4G6M_A_l.npy	coords/4G6M_A_l.npz
4G6M_HL_r	1	1	1	1	seq/4G6M_HL_r.fasta	pssm/4G6M_HL_r.npy	dssp/4G6M_HL_r.npy	coords/4G6M_HL_r.npz
4GAM_ABCDEF_r	1	1	1	1	seq/4GAM_ABCDEF_r.fasta	pssm/4GAM_ABCDEF_r.npy	dssp/4GAM_ABCDEF_r.npy	coords/4GAM_ABCDEF_r.npz
4GAM_A_l	1	1	1	1	seq/4GAM_A_l.fasta	pssm/4GAM_A_l.npy	dssp/4GAM_A_l.npy	coords/4GAM_A_l.npz
4GXU_HIJKLM_l	1	1	1	1	seq/4GXU_HIJKLM_l.fasta	pssm/4GXU_HIJKLM_l.npy	dssp/4GXU_HIJKLM_l.npy	coords/4GXU_HIJKLM_l.npz
4GXU_HL_r	1	1	1	1	seq/4GXU_HL_r.fasta	pssm/4GXU_HL_r.npy	dssp/4GXU_HL_r.npy	coords/4GXU_HL_r.npz
4H03_A_l	1	1	1	1	seq/4H03_A_l.fasta	pssm/4H03_A_l.npy	dssp/4H03_A_l.npy	coords/4H03_A_l.npz
4H03_A_r	1	1	1	1	seq/4H03_A_r.fasta	pssm/4H03_A_r.npy	dssp/4H03_A_r.npy	coords/4H03_A_r.npz
4HX3_AB_r	1	1	1	1	seq/4HX3_AB_r.fasta	pssm/4HX3_AB_r.npy	dssp/4HX3_AB_r.npy	coords/4HX3_AB_r.npz
4HX3_A_l	1	1	1	1	seq/4HX3_A_l.fasta	pssm/4HX3_A_l.npy	dssp/4HX3_A_l.npy	coords/4HX3_A_l.npz
4IZ7_A_l	1	1	1	1	seq/4IZ7_A_l.fasta	pssm/4IZ7_A_l.npy	dssp/4IZ7_A_l.npy	coords/4IZ7_A_l.npz
4IZ7_A_r	1	1	1	1	seq/4IZ7_A_r.fasta	pssm/4IZ7_A_r.npy	dssp/4IZ7_A_r.npy	coords/4IZ7_A_r.npz
4JCV_ABCD_r	1	1	1	1	seq/4JCV_ABCD_r.fasta	pssm/4JCV_ABCD_r.npy	dssp/4JCV_ABCD_r.npy	coords/4JCV_ABCD_r.npz
4JCV_A_l	1	1	1	1	seq/4JCV_A_l.fasta	pssm/4JCV_A_l.npy	dssp/4JCV_A_l.npy	coords/4JCV_A_l.npz
4LW4_AB_r	1	1	1	1	seq/4LW4_AB_r.fasta	pssm/4LW4_AB_r.npy	dssp/4LW4_AB_r.npy	coords/4LW4_AB_r.npz
4LW4_A_l	1	1	1	1	seq/4LW4_A_l.fasta	pssm/4LW4_A_l.npy	dssp/4LW4_A_l.npy	coords/4LW4_A_l.npz
4M3K_A_l	1	1	1	1	seq/4M3K_A_l.fasta	pssm/4M3K_A_l.npy	dssp/4M3K_A_l.npy	coords/4M3K_A_l.npz
4M3K_A_r	1	1	1	1	seq/4M3K_A_r.fasta	pssm/4M3K_A_r.npy	dssp/4M3K_A_r.npy	coords/4M3K_A_r.npz
4M5Z_A_l	1	1	1	1	seq/4M5Z_A_l.fasta	pssm/4M5Z_A_l.npy	dssp/4M5Z_A_l.npy	coords/4M5Z_A_l.npz
4M5Z_HL_r	1	1	1	1	seq/4M5Z_HL_r.fasta	pssm/4M5Z_HL_r.npy	dssp/4M5Z_HL_r.npy	coords/4M5Z_HL_r.npz
4M76_A_l	1	1	1	1	seq/4M76_A_l.fasta	pssm/4M76_A_l.npy	dssp/4M76_A_l.npy	coords/4M76_A_l.npz
4M76_A_r	1	1	1	1	seq/4M76_A_r.fasta	pssm/4M76_A_r.npy	dssp/4M76_A_r.npy	coords/4M76_A_r.npz
4POU_A_l	1	1	1	1	seq/4POU_A_l.fasta	pssm/4POU_A_l.npy	dssp/4POU_A_l.npy	coords/4POU_A_l.npz
4POU_A_r	1	1	1	1	seq/4POU_A_r.fasta	pssm/4POU_A_r.npy	dssp/4POU_A_r.npy	coords/4POU_A_r.npz
4Y7M_A_l	1	1	1	1	seq/4Y7M_A_l.fasta	pssm/4Y7M_A_l.npy	dssp/4Y7M_A_l.npy	coords/4Y7M_A_l.npz
4Y7M_A_r	1	1	1	1	seq/4Y7M_A_r.fasta	pssm/4Y7M_A_r.npy	dssp/4Y7M_A_r.npy	coords/4Y7M_A_r.npz
5C7X_A_l	1	1	1	1	seq/5C7X_A_l.fasta	pssm/5C7X_A_l.npy	dssp/5C7X_A_l.npy	coords/5C7X_A_l.npz
5C7X_HL_r	1	1	1	1	seq/5C7X_HL_r.fasta	pssm/5C7X_HL_r.npy	dssp/5C7X_HL_r.npy	coords/5C7X_HL_r.npz
5CBA_A_l	1	1	1	1	seq/5CBA_A_l.fasta	pssm/5CBA_A_l.npy	dssp/5CBA_A_l.npy	coords/5CBA_A_l.npz
5CBA_HL_r	1	1	1	1	seq/5CBA_HL_r.fasta	pssm/5CBA_HL_r.npy	dssp/5CBA_HL_r.npy	coords/5CBA_HL_r.npz
5E5M_A_l	1	1	1	1	seq/5E5M_A_l.fasta	pssm/5E5M_A_l.npy	dssp/5E5M_A_l.npy	coords/5E5M_A_l.npz
5E5M_A_r	1	1	1	1	seq/5E5M_A_r.fasta	pssm/5E5M_A_r.npy	dssp/5E5M_A_r.npy	coords/5E5M_A_r.npz
5GRJ_A_l	1	1	1	1	seq/5GRJ_A_l.fasta	pssm/5GRJ_A_l.npy	dssp/5GRJ_A_l.npy	coords/5GRJ_A_l.npz
5GRJ_HL_r	1	1	1	1	seq/5GRJ_HL_r.fasta	pssm/5GRJ_HL_r.npy	dssp/5GRJ_HL_r.npy	coords/5GRJ_HL_r.npz
5HGG_A_l	1	1	1	1	seq/5HGG_A_l.fasta	pssm/5HGG_A_l.npy	dssp/5HGG_A_l.npy	coords/5HGG_A_l.npz
5HGG_A_r	1	1	1	1	seq/5HGG_A_r.fasta	pssm/5HGG_A_r.npy	dssp/5HGG_A_r.npy	coords/5HGG_A_r.npz
5HYS_AB_l	1	1	1	1	seq/5HYS_AB_l.fasta	pssm/5HYS_AB_l.npy	dssp/5HYS_AB_l.npy	coords/5HYS_AB_l.npz
5HYS_HL_r	1	1	1	1	seq/5HYS_HL_r.fasta	pssm/5HYS_HL_r.npy	dssp/5HYS_HL_r.npy	coords/5HYS_HL_r.npz
5JMO_A_l	1	1	1	1	seq/5JMO_A_l.fasta	pssm/5JMO_A_l.npy	dssp/5JMO_A_l.npy	coords/5JMO_A_l.npz
5JMO_A_r	1	1	1	1	seq/5JMO_A_r.fasta	pssm/5JMO_A_r.npy	dssp/5JMO_A_r.npy	coords/5JMO_A_r.npz
5KOV_AB_l	1	1	1	1	seq/5KOV_AB_l.fasta	pssm/5KOV_AB_l.npy	dssp/5KOV_AB_l.npy	coords/5KOV_AB_l.npz
5KOV_HL_r	1	1	1	1	seq/5KOV_HL_r.fasta	pssm/5KOV_HL_r.npy	dssp/5KOV_HL_r.npy	coords/5KOV_HL_r.npz
5O14_AB_r	1	1	1	1	seq/5O14_AB_r.fasta	pssm/5O14_AB_r.npy	dssp/5O14_AB_r.npy	coords/5O14_AB_r.npz
5O14_D_l	1	1	1	1	seq/5O14_D_l.fasta	pssm/5O14_D_l.npy	dssp/5O14_D_l.npy	coords/5O14_D_l.npz
5O1R_A_l	1	1	1	1	seq/5O1R_A_l.fasta	pssm/5O1R_A_l.npy	dssp/5O1R_A_l.npy	coords/5O1R_A_l.npz
5O1R_HL_r	1	1	1	1	seq/5O1R_HL_r.fasta	pssm/5O1R_HL_r.npy	dssp/5O1R_HL_r.npy	coords/5O1R_HL_r.npz
5SV3_A_l	1	1	1	1	seq/5SV3_A_l.fasta	pssm/5SV3_A_l.npy	dssp/5SV3_A_l.npy	coords/5SV3_A_l.npz
5SV3_A_r	1	1	1	1	seq/5SV3_A_r.fasta	pssm/5SV3_A_r.npy	dssp/5SV3_A_r.npy	coords/5SV3_A_r.npz
5VNW_A_l	1	1	1	1	seq/5VNW_A_l.fasta	pssm/5VNW_A_l.npy	dssp/5VNW_A_l.npy	coords/5VNW_A_l.npz
5VNW_A_r	1	1	1	1	seq/5VNW_A_r.fasta	pssm/5VNW_A_r.npy	dssp/5VNW_A_r.npy	coords/5VNW_A_r.npz
5WHK_AB_l	1	1	1	1	seq/5WHK_AB_l.fasta	pssm/5WHK_AB_l.npy	dssp/5WHK_AB_l.npy	coords/5WHK_AB_l.npz
5WHK_HL_r	1	1	1	1	seq/5WHK_HL_r.fasta	pssm/5WHK_HL_r.npy	dssp/5WHK_HL_r.npy	coords/5WHK_HL_r.npz
5WK3_A_l	1	1	1	1	seq/5WK3_A_l.fasta	pssm/5WK3_A_l.npy	dssp/5WK3_A_l.npy	coords/5WK3_A_l.npz
5WK3_HL_r	1	1	1	1	seq/5WK3_HL_r.fasta	pssm/5WK3_HL_r.npy	dssp/5WK3_HL_r.npy	coords/5WK3_HL_r.npz
5WUX_CBA_l	1	1	1	1	seq/5WUX_CBA_l.fasta	pssm/5WUX_CBA_l.npy	dssp/5WUX_CBA_l.npy	coords/5WUX_CBA_l.npz
5WUX_HL_r	1	1	1	1	seq/5WUX_HL_r.fasta	pssm/5WUX_HL_r.npy	dssp/5WUX_HL_r.npy	coords/5WUX_HL_r.npz
5X0T_AB_r	1	1	1	1	seq/5X0T_AB_r.fasta	pssm/5X0T_AB_r.npy	dssp/5X0T_AB_r.npy	coords/5X0T_AB_r.npz
5X0T_A_l	1	1	1	1	seq/5X0T_A_l.fasta	pssm/5X0T_A_l.npy	dssp/5X0T_A_l.npy	coords/5X0T_A_l.npz
