pair_id	protein_A	protein_B	label	data_source	evidence_type	label_scope	complex_id_A	complex_id_B	length_A	length_B
PP_NEG__1GRN_A_l__1DFJ_B_r	1GRN_A_l	1DFJ_B_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1GRN	1DFJ	189	124
PP_NEG__1GXD_A_l__2NZ8_A_r	1GXD_A_l	2NZ8_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1GXD	2NZ8	182	305
PP_NEG__1H1V_B_l__2BTF_B_r	1H1V_B_l	2BTF_B_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1H1V	2BTF	729	371
PP_NEG__1H9D_A_l__1IBR_A_r	1H9D_A_l	1IBR_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1H9D	1IBR	141	184
PP_NEG__1HCF_X_l__2OOR_AB_r	1HCF_X_l	2OOR_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1HCF	2OOR	86	729
PP_NEG__1HE1_A_l__1KKL_ABC_r	1HE1_A_l	1KKL_ABC_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1HE1	1KKL	183	471
PP_NEG__1HE8_A_l__3WD5_HL_r	1HE8_A_l	3WD5_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1HE8	3WD5	166	423
PP_NEG__1HIA_A_l__6OC3_HL_r	1HIA_A_l	6OC3_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1HIA	6OC3	49	434
PP_NEG__1I2M_A_l__2YVJ_A_r	1I2M_A_l	2YVJ_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1I2M	2YVJ	401	401
PP_NEG__1I4D_A_l__4GXU_HL_r	1I4D_A_l	4GXU_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1I4D	4GXU	183	440
PP_NEG__1I9R_LH_l__1JMO_A_r	1I9R_LH_l	1JMO_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1I9R	1JMO	434	386
PP_NEG__1IB1_A_l__5WHK_HL_r	1IB1_A_l	5WHK_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1IB1	5WHK	166	428
PP_NEG__1IBR_A_l__1H9D_A_r	1IBR_A_l	1H9D_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1IBR	1H9D	440	114
PP_NEG__1IJK_A_l__1OFU_AB_r	1IJK_A_l	1OFU_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1IJK	1OFU	208	238
PP_NEG__1IQD_M_l__1GCQ_B_r	1IQD_M_l	1GCQ_B_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1IQD	1GCQ	159	211
PP_NEG__1IRA_1_l__3VLB_A_r	1IRA_1_l	3VLB_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1IRA	3VLB	145	412
PP_NEG__1J2J_A_l__3F1P_A_r	1J2J_A_l	3F1P_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1J2J	3F1P	39	114
PP_NEG__1JIW_A_l__3A4S_A_r	1JIW_A_l	3A4S_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1JIW	3A4S	99	158
PP_NEG__1JK9_A_l__5X0T_AB_r	1JK9_A_l	5X0T_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1JK9	5X0T	153	428
PP_NEG__1JMO_HL_l__1I9R_ABC_r	1JMO_HL_l	1I9R_ABC_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1JMO	1I9R	278	438
PP_NEG__1JPS_B_l__3LVK_AB_r	1JPS_B_l	3LVK_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1JPS	3LVK	182	787
PP_NEG__1JTD_A_l__1E6E_A_r	1JTD_A_l	1E6E_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1JTD	1E6E	263	455
PP_NEG__1JTG_B_l__2AYO_A_r	1JTG_B_l	2AYO_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1JTG	2AYO	165	337
PP_NEG__1JWH_A_l__3SE8_HL_r	1JWH_A_l	3SE8_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1JWH	3SE8	328	440
PP_NEG__1JZD_A_l__1FLE_A_r	1JZD_A_l	1FLE_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1JZD	1FLE	116	240
PP_NEG__1K4C_A_l__1GPW_D_r	1K4C_A_l	1GPW_D_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1K4C	1GPW	97	253
PP_NEG__1K5D_B_l__5HGG_A_r	1K5D_B_l	5HGG_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1K5D	5HGG	343	126
PP_NEG__1K74_A_l__1E6J_LH_r	1K74_A_l	1E6J_LH_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1K74	1E6J	272	429
PP_NEG__1KAC_B_l__5WUX_HL_r	1KAC_B_l	5WUX_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1KAC	5WUX	121	433
PP_NEG__1KKL_A_l__1HE1_A_r	1KKL_A_l	1HE1_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1KKL	1HE1	87	131
PP_NEG__1KLU_A_l__2OZA_A_r	1KLU_A_l	2OZA_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1KLU	2OZA	238	329
PP_NEG__1KTZ_A_l__2UUY_A_r	1KTZ_A_l	2UUY_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1KTZ	2UUY	105	223
PP_NEG__1KXP_B_l__1ZHI_A_r	1KXP_B_l	1ZHI_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1KXP	1ZHI	453	203
PP_NEG__1KXQ_H_l__6CWG_A_r	1KXQ_H_l	6CWG_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1KXQ	6CWG	120	129
PP_NEG__1LFD_A_l__1AZS_AB_r	1LFD_A_l	1AZS_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1LFD	1AZS	87	353
PP_NEG__1M10_B_l__2PCC_A_r	1M10_B_l	2PCC_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1M10	2PCC	266	293
PP_NEG__1M27_A_l__2I9B_A_r	1M27_A_l	2I9B_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1M27	2I9B	57	268
PP_NEG__1MAH_A_l__2O8V_A_r	1MAH_A_l	2O8V_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1MAH	2O8V	61	215
PP_NEG__1ML0_A_l__4DN4_LH_r	1ML0_A_l	4DN4_LH_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1ML0	4DN4	71	425
PP_NEG__1MLC_A_l__1OYV_A_r	1MLC_A_l	1OYV_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1MLC	1OYV	129	274
PP_NEG__1MQ8_A_l__1S1Q_A_r	1MQ8_A_l	1S1Q_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1MQ8	1S1Q	173	143
PP_NEG__1N2C_AB_l__2HMI_AB_r	1N2C_AB_l	2HMI_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1N2C	2HMI	575	979
PP_NEG__1NCA_A_l__2MTA_MJ_r	1NCA_A_l	2MTA_MJ_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1NCA	2MTA	388	480
PP_NEG__1NSN_A_l__1AHW_LH_r	1NSN_A_l	1AHW_LH_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1NSN	1AHW	137	428
PP_NEG__1NW9_A_l__2DD8_AB_r	1NW9_A_l	2DD8_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1NW9	2DD8	100	429
PP_NEG__1OC0_A_l__3RJQ_A_r	1OC0_A_l	3RJQ_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1OC0	3RJQ	36	127
PP_NEG__1OFU_A_l__1IJK_AB_r	1OFU_A_l	1IJK_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1OFU	1IJK	306	254
PP_NEG__1OPH_A_l__2AJF_A_r	1OPH_A_l	2AJF_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1OPH	2AJF	223	597
PP_NEG__1OYV_A_l__1MLC_AB_r	1OYV_A_l	1MLC_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1OYV	1MLC	115	432
PP_NEG__1PPE_A_l__1QA9_A_r	1PPE_A_l	1QA9_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1PPE	1QA9	29	179
PP_NEG__1PVH_A_l__4H03_A_r	1PVH_A_l	4H03_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1PVH	4H03	159	411
PP_NEG__1PXV_A_l__2HQS_A_r	1PXV_A_l	2HQS_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1PXV	2HQS	111	397
PP_NEG__1QA9_A_l__1PPE_A_r	1QA9_A_l	1PPE_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1QA9	1PPE	171	223
PP_NEG__1QFW_AB_l__1E96_A_r	1QFW_AB_l	1E96_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1QFW	1E96	196	183
PP_NEG__1R0R_I_l__2B4J_AB_r	1R0R_I_l	2B4J_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1R0R	2B4J	51	290
PP_NEG__1R6Q_A_l__3BX7_A_r	1R6Q_A_l	3BX7_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1R6Q	3BX7	89	167
PP_NEG__1R8S_E_l__1FSK_BC_r	1R8S_E_l	1FSK_BC_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1R8S	1FSK	195	434
PP_NEG__1RKE_A_l__1WEJ_LH_r	1RKE_A_l	1WEJ_LH_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1RKE	1WEJ	163	433
PP_NEG__1RLB_A_l__1FCC_AB_r	1RLB_A_l	1FCC_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1RLB	1FCC	175	414
PP_NEG__1RV6_A_l__1CGI_B_r	1RV6_A_l	1CGI_B_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1RV6	1CGI	92	245
PP_NEG__1S1Q_A_l__1MQ8_A_r	1S1Q_A_l	1MQ8_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1S1Q	1MQ8	70	185
PP_NEG__1S78_A_l__2FJU_X_r	1S78_A_l	2FJU_X_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1S78	2FJU	506	708
PP_NEG__1SBB_A_l__1ZM4_C_r	1SBB_A_l	1ZM4_C_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1SBB	1ZM4	239	825
PP_NEG__1SYX_A_l__2VDB_A_r	1SYX_A_l	2VDB_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1SYX	2VDB	62	582
PP_NEG__1T6B_X_l__1FC2_A_r	1T6B_X_l	1FC2_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1T6B	1FC2	181	60
PP_NEG__1TMQ_A_l__6DBG_A_r	1TMQ_A_l	6DBG_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1TMQ	6DBG	117	123
PP_NEG__1UDI_B_l__3EOA_LH_r	1UDI_B_l	3EOA_LH_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1UDI	3EOA	83	427
PP_NEG__1US7_A_l__2GTP_A_r	1US7_A_l	2GTP_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1US7	2GTP	129	313
PP_NEG__1VFB_A_l__1EXB_ABCD_r	1VFB_A_l	1EXB_ABCD_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1VFB	1EXB	129	1300
PP_NEG__1WDW_A_l__1BVK_BA_r	1WDW_A_l	1BVK_BA_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1WDW	1BVK	241	224
PP_NEG__1WEJ_A_l__1RKE_A_r	1WEJ_A_l	1RKE_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1WEJ	1RKE	104	259
PP_NEG__1WQ1_D_l__3S9D_A_r	1WQ1_D_l	3S9D_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1WQ1	3S9D	171	212
PP_NEG__1XD3_A_l__1YVB_A_r	1XD3_A_l	1YVB_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1XD3	1YVB	70	241
PP_NEG__1XQS_A_l__4DW2_AB_r	1XQS_A_l	4DW2_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1XQS	4DW2	193	427
PP_NEG__1XU1_A_l__1F6M_A_r	1XU1_A_l	1F6M_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1XU1	1F6M	39	317
PP_NEG__1Y64_A_l__2B42_X_r	1Y64_A_l	2B42_X_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1Y64	2B42	360	362
PP_NEG__1YVB_I_l__1XD3_A_r	1YVB_I_l	1XD3_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1YVB	1XD3	108	206
PP_NEG__1Z0K_A_l__2Z0E_A_r	1Z0K_A_l	2Z0E_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1Z0K	2Z0E	46	319
PP_NEG__1Z5Y_A_l__1B6C_A_r	1Z5Y_A_l	1B6C_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1Z5Y	1B6C	121	107
PP_NEG__1ZHH_A_l__2I25_N_r	1ZHH_A_l	2I25_N_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1ZHH	2I25	210	113
PP_NEG__1ZHI_A_l__1KXP_B_r	1ZHI_A_l	1KXP_B_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1ZHI	1KXP	114	371
PP_NEG__1ZLI_A_l__3DAW_A_r	1ZLI_A_l	3DAW_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1ZLI	3DAW	75	363
PP_NEG__1ZM4_A_l__1SBB_A_r	1ZM4_A_l	1SBB_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	1ZM4	1SBB	204	238
PP_NEG__2A1A_A_l__6A77_HL_r	2A1A_A_l	6A77_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2A1A	6A77	174	425
PP_NEG__2A5T_A_l__1AVX_A_r	2A5T_A_l	1AVX_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2A5T	1AVX	278	223
PP_NEG__2A9K_X_l__2J0T_A_r	2A9K_X_l	2J0T_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2A9K	2J0T	201	157
PP_NEG__2ABZ_A_l__4G6J_HL_r	2ABZ_A_l	4G6J_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2ABZ	4G6J	62	430
PP_NEG__2AJF_E_l__1OPH_A_r	2AJF_E_l	1OPH_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2AJF	1OPH	183	372
PP_NEG__2AYO_A_l__1JTG_A_r	2AYO_A_l	1JTG_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2AYO	1JTG	72	263
PP_NEG__2B42_A_l__1Y64_A_r	2B42_A_l	1Y64_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2B42	1Y64	185	411
PP_NEG__2B4J_A_l__1R0R_E_r	2B4J_A_l	1R0R_E_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2B4J	1R0R	83	274
PP_NEG__2BTF_A_l__1H1V_B_r	2BTF_A_l	1H1V_B_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2BTF	1H1V	139	371
PP_NEG__2C0L_A_l__1FFW_A_r	2C0L_A_l	1FFW_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2C0L	1FFW	123	128
PP_NEG__2CFH_A_l__4ETQ_HL_r	2CFH_A_l	4ETQ_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2CFH	4ETQ	143	429
PP_NEG__2DD8_E_l__1NW9_A_r	2DD8_E_l	1NW9_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2DD8	1NW9	183	242
PP_NEG__2FD6_A_l__2GAF_A_r	2FD6_A_l	2GAF_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2FD6	2GAF	268	457
PP_NEG__2FJG_AB_l__5WK3_HL_r	2FJG_AB_l	5WK3_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2FJG	5WK3	190	436
PP_NEG__2FJU_A_l__1S78_HL_r	2FJU_A_l	1S78_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2FJU	1S78	183	436
PP_NEG__2G77_A_l__3HMX_LH_r	2G77_A_l	3HMX_LH_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2G77	3HMX	165	432
PP_NEG__2GAF_A_l__2FD6_LH_r	2GAF_A_l	2FD6_LH_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2GAF	2FD6	291	426
PP_NEG__2GTP_A_l__1US7_A_r	2GTP_A_l	1US7_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2GTP	1US7	134	207
PP_NEG__2H7V_A_l__1ACB_B_r	2H7V_A_l	1ACB_B_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2H7V	1ACB	183	245
PP_NEG__2HLE_P_l__3HI6_HL_r	2HLE_P_l	3HI6_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2HLE	3HI6	141	430
PP_NEG__2HMI_CD_l__1N2C_ABCD_r	2HMI_CD_l	1N2C_ABCD_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2HMI	1N2C	434	1979
PP_NEG__2HQS_A_l__1PXV_A_r	2HQS_A_l	1PXV_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2HQS	1PXV	108	175
PP_NEG__2HRK_A_l__4M3K_A_r	2HRK_A_l	4M3K_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2HRK	4M3K	103	116
PP_NEG__2I25_A_l__1ZHH_A_r	2I25_A_l	1ZHH_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2I25	1ZHH	129	338
PP_NEG__2I9B_A_l__1M27_AB_r	2I9B_A_l	1M27_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2I9B	1M27	123	115
PP_NEG__2IDO_A_l__3L5W_LH_r	2IDO_A_l	3L5W_LH_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2IDO	3L5W	66	429
PP_NEG__2J0T_A_l__2A9K_A_r	2J0T_A_l	2A9K_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2J0T	2A9K	126	168
PP_NEG__2J7P_D_l__1DQJ_CD_r	2J7P_D_l	1DQJ_CD_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2J7P	1DQJ	259	424
PP_NEG__2JEL_A_l__3EO1_AB_r	2JEL_A_l	3EO1_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2JEL	3EO1	85	435
PP_NEG__2MTA_A_l__1NCA_LH_r	2MTA_A_l	1NCA_LH_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2MTA	1NCA	105	435
PP_NEG__2NZ8_A_l__1GXD_A_r	2NZ8_A_l	1GXD_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2NZ8	1GXD	183	619
PP_NEG__2O3B_A_l__1CLV_A_r	2O3B_A_l	1CLV_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2O3B	1CLV	135	470
PP_NEG__2O8V_A_l__1MAH_B_r	2O8V_A_l	1MAH_B_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2O8V	1MAH	108	533
PP_NEG__2OOB_A_l__3BP8_AB_r	2OOB_A_l	3BP8_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2OOB	3BP8	70	746
PP_NEG__2OOR_A_l__1HCF_AM_r	2OOR_A_l	1HCF_AM_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2OOR	1HCF	175	216
PP_NEG__2OT3_A_l__6EY6_A_r	2OT3_A_l	6EY6_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2OT3	6EY6	165	129
PP_NEG__2OUL_A_l__3RVW_CD_r	2OUL_A_l	3RVW_CD_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2OUL	3RVW	110	435
PP_NEG__2OZA_X_l__1KLU_AB_r	2OZA_X_l	1KLU_AB_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2OZA	1KLU	282	369
PP_NEG__2PCC_A_l__1M10_A_r	2PCC_A_l	1M10_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2PCC	1M10	108	208
PP_NEG__2SIC_A_l__1AY7_B_r	2SIC_A_l	1AY7_B_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2SIC	1AY7	108	96
PP_NEG__2SNI_I_l__5SV3_A_r	2SNI_I_l	5SV3_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2SNI	5SV3	65	126
PP_NEG__2UUY_A_l__1KTZ_A_r	2UUY_A_l	1KTZ_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2UUY	1KTZ	55	112
PP_NEG__2VDB_A_l__1SYX_A_r	2VDB_A_l	1SYX_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2VDB	1SYX	56	131
PP_NEG__2VIS_A_l__4G6M_HL_r	2VIS_A_l	4G6M_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2VIS	4G6M	320	432
PP_NEG__2VXT_A_l__4M5Z_HL_r	2VXT_A_l	4M5Z_HL_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2VXT	4M5Z	157	428
PP_NEG__2W9E_A_l__4JCV_ABCD_r	2W9E_A_l	4JCV_ABCD_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2W9E	4JCV	104	791
PP_NEG__2X9A_A_l__3PC8_A_r	2X9A_A_l	3PC8_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2X9A	3PC8	62	99
PP_NEG__2YVJ_A_l__1I2M_A_r	2YVJ_A_l	1I2M_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2YVJ	1I2M	108	202
PP_NEG__2Z0E_A_l__1Z0K_A_r	2Z0E_A_l	1Z0K_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	2Z0E	1Z0K	116	176
PP_NEG__3A4S_A_l__1JIW_A_r	3A4S_A_l	1JIW_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	3A4S	1JIW	79	470
PP_NEG__3AAA_A_l__3H11_A_r	3AAA_A_l	3H11_A_r	0	pp_prepared	cross_complex_frozen_synthetic_negative	synthetic_negative_not_experimentally_verified	3AAA	3H11	118	241
